fsd_no;fsd_vr;fsd_id;t1;t2;t3;t4;t5;t6;t7;t8;t9a;t9b;t9c;t9d;t10;t11;t12;t13;t14;l1;l2;l3;l4;l5;l6;l7;l8;l9;l10;l11;l12;l13;l14;l15;l16;l17;k1;k2;k3;k4;k5;k6;k7;k8;k9;k10;k11;k12;k13;k14;k15;k16;k17;k18;k19;k20;k21;k22;k23;k24;k25;k26;k27;k28;k29;k30;k31;k32;k33;k34;k35;k36;k37;k38;k39;k40;k41;k42;k43;k44;k45;k46;k47;k48;k49;k50;k51;k52;k53;k54;k55;k56;k57;k58;k59;k60;k61;k62;k63;k64;k65;k66;k67;k68;k69;k70;k71;k72;k73;k74;k75;k76;k77;k78;k79;k80;k82;k83;k84;k85;k86;k87;k88;k89;k90;k91;k92;k93;k94;k95;k96;k97;k98;k99;k100;k101;k102;ktu1;ktu2_1;ktu2_2;ktu2_3;ktu3;ktu4;koulu1;koulu2;koulu3;koulu4;koulu5_1;koulu5_2;koulu5_3;koulu5_4;koulu5_5;koulu6_1;koulu6_2;koulu6_3;koulu6_4;koulu6_5;koulu7_1;koulu7_2;koulu7_3;koulu7_4;koulu7_5;koulu7_6;koulu7_7;koulu7_8;koulu7_9;koulu8;koulu9;koulu10;koulu11;koulu12;koulu13;koulu14;koulu15;koulu16;koulu17;koulu18;koulu19;koulu20;koulu21;koulu22;koulu23;koulu24;koulu25;koulu26;koulu27;koulu28;ktu12_1;ktu12_2;ktu13;ktu14;ktu15;ktu16a;ktu16b;ktu16c;ktu16d;ktu16e;ktu16f;ktu16g;ktu16h;ktu16i;ktu16j;ktu16k;ktu17_1;ktu17_2;ktu18_1;ktu18_2;ktu19;ktu20;ktu21;ktu22;ktu23;ktu24;ktu25;ktu26;ktu27;ktu28;ktu29;ktu2829;ktu30;ktu31a_1;ktu31a_2;ktu31a_3;ktu31a_4;ktu31a_5;ktu31a_6;ktu31a_7;ktu31a_8;ktu31a_9;ktu31a10;ktu31a11;ktu31a12;ktu31a13;ktu31a14;ktu31a15;ktu31a16;ktu31a17;ktu31a18;ktu31a19;ktu31a20;ktu31a21;ktu31a22;ktu31a23;ktu31a24;ktu31a25;ktu31a26;ktu31a27;ktu31a28;ktu31a29;ktu31b_1;ktu31b_2;ktu31b_3;ktu31b_4;ktu31b_5;ktu31b_6;ktu31b_7;ktu31b_8;ktu31b_9;ktu31b10;ktu31b11;ktu32;ktu33_1;ktu33_2;ktu34_1;ktu34_2;ktu35;ktu36;ktu37;ktu37_6;ktu37_45;ktu38_1;ktu38_2;ktu39;ktu40;ktu41;ktu42;ktu43;ktu44;ktu45;ktu46;ktu47;ktu48;ktu49;ktu50;ktu51;ktu52;ktu53;ktu54;ktu55_1;ktu55_2;ktu55_3;ktu55_4;ktu55_5;ktu55_6;ktu55_7;ktu55_8;ktu55_9;ktu55_10;ktu55_11;ktu55_12;ktu55_13;ktu56;ktu57;ktu58;ktu59;ktu60;ktu61;ktu62;ktu63;ktu64;ktu65;ktu66;ktu67;ktu68;ktu69;ktu70;ktu71;ktu72;ktu73;ktu74;ktu75;ktu76;ktu77;ktu78;ktu79;ktu80;ktu81;ktu82;ktu83;ktu84;ktu85;ktu86;ktu87;ktu88;ktu89;ktu90;ktu90_1;ek1;ek2_1;ek2_2;ek3;ek4;ek5;ek6_1;ek6_2;ek6_3;ek6_4;ek6_5;ek6_6;ek6_7;ek7_1;ek7_2;ek7_3;ek7_4;ek7_5;ek7_6;ek7_7;ek8;ek9;ek10;ek11;ek12;ek13;ek14;ek15;ek16;ek17;ek18;ek19;ek20;ek21;ek22;ek23;ek24_1;ek24_2;ek24_3;ek25;ek26;ek27;ek28;ek29;ek30_1;ek31_1;ek32_1;ek33_1;ek34_1;ek35_1;ek36_1;ek37_1;ek38_1;ek39_1;ek40_1;ek41_1;ek42_1;ek43_1;ek44_1;ek45_1;ek46_1;ek47_1;ek48_1;ek49_1;ek50_1;ek51_1;ek31_2;ek32_2;ek33_2;ek34_2;ek35_2;ek36_2;ek37_2;ek38_2;ek39_2;ek40_2;ek41_2;ek42_2;ek43_2;ek44_2;ek45_2;ek46_2;ek47_2;ek48_2;ek49_2;ek50_2;ek51_2;ek52;ek53;ek54;ek55;ek56;ek57;ek58;ek59;ek60;ek61;ek62;ek63;ek64;ek65;ek66;ek67;ek68;ek69;ek70;ek71;ek72;ek73;ek74;ek75;ek76;ek77;ek78;ek79;ek80;ek81;ek82;ek83;ek84;ek85;ek86;ek87;ek88;ek89;ek90;ek91;ek92;ek93;ek94;ek95;ek96;ek97;ek98;ek99;ek100;ek101;ek102;ek103a_1;ek103a_2;ek103b_1;ek103b_2;ek103c_1;ek103c_2;ek104;bv1_1;bv1_2;bv2_1;bv2_2;bv3;bv4_1;bv4_2;bv4_3;bv5_1;bv5_2;bv5_3
2076;2;496;4;1965;1;0;2;1;4;2;3;4; ; ;3735,45384671016;10373,9994920725; ;5526,48707559879;2;8;1;1;34;42;34;35;35;36;28;27;35;34;28;27;30;32;7; ;7;7;7;7;6;6;6; ;7;6;6;6;7;7;7;7;5;5;6;2;5;2;6;2;7;1;4;2;7;2;8;7;8;8;7;6; ;8;6;7;7;1;6;2;7;2;7;7;8;7; ;7;7;7;7;7;7;7;6;6;8;8;8;8;8;8;7; ;6,89999997615816; ;7;7,29999995231626; ;7,19999998807905;7,09999996423721; ; ; ;7,5;7,09999996423721;3;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;1;2;2;4;27;2;2;1;3;8;4;3;4;3;8;4;6;1;3;8;4;3;4;3;Kokki;0;16;1;0;0;0;0;0;0;0;0;0;1983;1985;0;0;0;0;0;0;0;0;0;91;53;2;5;4;2;3;2;2;1;3;3;4;4;1;2;1; ;91;53;2;1;5;1;2;3;4;5;4;1;91;1; ;1; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ;16;20;25; ; ; ; ;26;3;3; ;3; ; ; ; ; ; ; ;925,033595538311;1;0;2;16,8187926461511;4;1;4;0;1;1;0;2;3;2;2;1;1;1;1;1;3;1;3;2;2;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;3;2;4;2;2;1;3;5;4;5;4;2;3;4;4;5;1;5;4;3;2;2;3;4;4;1;1;4;2;2; ; ;1;1;32;4;3;2;5;8;8; ; ; ; ;0;1;0;0;0;0;0;3;3;2;1;1;3;5;2;1;1;1;2;1;2;2;1;3;1; ;2;1;6;1;1;1; ;1;2;1;1;3;4;3;3;4;3;3;3;3;2;2;1;3;2;4; ; ;2;2;2;2;2;3;3;2;3;2;3;2;3;2;3;2;3;3;3; ;1;2;1;2;2;2;1;1;1;5;1;1;3;4;4;1;4;3;2;2;4;3;2;4;4;2;2;3;2;5;4;2;2;2;1;2;1;2;1;1;1;2;2;2;1;1;2;2;2;2;2;22;24;11;13; ;11; ;5;51;4;8;2;24336,46; ; ;1;1;1
2076;2;497;1;1965;1;0;1;2; ;2;2;5; ; ;3723,68069185785;18525,3955359561;1199,17991567057;4453,78448062727;3;8;1;0;33;42;31;32;38;29;29;23;37;28;38;36;31;30;6;6;6;6;6;6;6;6;7;7;6;5;6;6;7;6;6;7;6;6;5;1;4;2;5;2;6;2;7;1;5;1;5;7;7;7;6;8;8;6;6;7;7;1;5;1;5;1;5;8; ;8; ;7;8;7;6;7;7;7;7;8;6;6;6;6;7;7;8;7,19999998807905; ;6,5;6,79999995231626; ; ;6,5;7,09999996423721; ; ; ;7,39999997615816;6,79999995231626;3;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;26; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;83;4;4;4;46552,9043532081;9044,9784971736; ;1;0;0
2076;2;498;3;1965;1;0;1;2; ;2;3;4;2;4;1079,7664878829;6416,03301865372;1771,01886563971;7603,43977947199;3;8;1;1;41;39;20;39;33;36;32;45;30;50;28;35;36;37;5;7;7;7;7;7;7;8;7;7;7;7;7;7;7;7;7;7;7;6;6;2;6;2;7;2;7;1;6;1;6;1;5;6;7;7;9;9;8;7;8;7;7;1;7;1;7;1;5;6; ;7; ;7;7;7;8;7;8;7;7;6;7;8;6;7;6;8;6; ;7,59999996423721;6,89999997615816;7,19999998807905;6,79999995231626; ; ; ;7,5;7,5;6,69999998807905;7,69999998807905;7,29999995231626;3;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;1;6;,333333333333333;2;5;45;2;2;1;4;4;1;7;1;3;4;3;4;4;4;4;1;7;1;5;Rakennusmestari;0;19;1;1;0;0;0;0;0;0;0;0;1983;1987;0;0;0;0;0;0;0;0;0;0;41;1;4;3;3;1;3;4;2;3;1;3;4;4;3;1; ;21;41;2;1;4;1;1;4;2;5;4;0;21;2;2;1;2;0;0;12;50; ; ;50;12;0;3;0;3;0;0;2;0;2;0;0;16;18;21; ; ;18;22;26;3;3;1;3;3;3;1;1;1;1; ;1681,71107668865;1;0;1;0;4;1;4;0;5;1;0;2;5;2;2;1;3;1;2;2;5;2;3;2;3;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;1;2;2;4;2;2;2;3;2;1;5;5;1;4;4;4;4;1;4;4;4;2;2;3;4;5;1;1;5;2;2; ; ;1;1;50;4;2;3;5;5;5; ; ; ;2;0;1;0;1;1;0;0;3;3;1;1;1;3;5;1;2;4;4;3;1;2;2;4;1;1; ;3;2;5;1;1;2;2;2;3;4;3;2;4;4;3;4;4;4;4;3;2;2;3;3;3;4; ;1;2;2;3;3;1;3;3;2;3;3;3;3;2;1;1;3;1;1;3; ;2;2;1;1;5;1;2;2;3;5;2;2;4;5;5;1;5;3;2;1;4;3;2;4;4;2;2;4;4;4;4;3;3;4;1;2;1;1;1;2;2;3;2;2;2;1;2;2;2;2;2;32;14;11; ;11;11; ;2;21;4;4;4;26268,4312943911; ; ;1;1;1
2076;2;499;1;1965;1;0;1;2; ;2;3;4; ; ;1702,06181579049;5858,65823036028;1841,65779475355;3522,86430766281;2;8;1;2;35;51;39;37;34;33;37;42;37;45;42;47;42;40;1;9;9;9;9;9;8;9;8;8;9;9;9;9;9;8;9;8;9;9;10;1;9;1;8;1;8;1;9;1;8;1;7;8;8;9;8;9;9;9;9;9;9;1;8;1;7;1;6;9;9;9; ;9;8;9;8;9;9;9;9;7;8;9;9;9;8;8;8; ; ; ;8,79999995231626; ;8,39999997615816;8,39999997615816;8; ; ;7,79999995231626;8,29999995231626;8,09999990463258;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;5;,4;2;4;27;1;1;1;3;4;2;6;4; ; ; ; ; ;3;4;2;6;4;3;Radio- ja TV-asentaja;0;17;1;0;0;0;0;0;0;0;0;0;1985;0;0;0;0;0;0;0;0;0;0;76;53;2;2;2;2;3;2;2;2;2;2;3;2;2;3;1; ; ;22;0;2;4;3;3;4;3;3;1;0; ;2;2;1;2;0;0;48;16; ; ;48;16;0;2;10;3;0;1;1;0;2;0;0;17;20;23; ; ;21;21;26;3;3;3;3;8;1;1;1;1;1; ;840,939632307555;1;0;1;0;2;1;4;0;3;1;0;2;5;2;2;1;1;1;1;2;3;1;1;1;1;2;2;0;0;0;1;0;0;0;0;0;0;0;0;0;2;2;2;1;2;2;4;3;3;2;2;2;1;4;4;2;3;4;3;4;3;4;4;4;4;3;3;4;4;2;3;4;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;34;4;4;4;11187,19; ; ;1;1;0
2076;2;500;4;1965;1;0;1;1;3;2;7;4; ; ;6396,18684333126;16849,2346608406;3605,9491433348;11824,2839819501;1;8;1;1;35;35;43;24;36;36;36;40;46;39;42;44;42;41;26;8;8;9;9;9;8;9;8;7;7;8;8;8;9;9;9;7; ;8;9;1;8;1;7;1;8;1;9;1;7;1;8;8;9;9;9;9;9;9;8;9;9;1;9;1;7;1;8;9;8;9; ;9;9;7;8;9;9;8;9;9;9;8;9;9;9;8;9; ; ;7,19999998807905;8,19999992847442;8,59999990463258;8,29999995231626;8,29999995231626;8,5; ; ; ;8,59999990463258;8,79999995231626;1;1;1;9;9;8;9;9; ;8,6;8,6;6;5;4;6;6; ;27;6;1;2;3;,333333333333333;5;5;36;1;0;1;7;3;2;4;6; ; ; ; ; ;7;3;2;4;6;7;Ekonomi;0;20;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1989;0;0;0;0;0;0;25;31;2;5;4;1;2;3;2;1;3;2;4;4;2;4;1; ;25;32;2;1;5;2;2;3;4;5;4;1;25;1;2;1;2;0;0;6;13; ; ;13;6;2;2;1;2;0;0;1;0;1;0;0;20;24; ; ; ;19;25;26;3;3;3;8;3;3;3;3; ;1; ;1009,12755876907;1;0;1;0;4;1;2;0;0;1;0;1;5;2;2;2;2;1;2;2;7;1;2;2;4;2;1;1;1;0;0;0;0;0;0;0;1;0;0;0;2;1;3;1;2;2;5;1;1;2;3;5;4;5;4;1;4;5;4;4;1;4;4;4;1;1;1;3;3;3;3;5;1;2; ; ;3;1;200;3;3;3;7;3;3; ; ; ;1;1;1;1;0;0;0;0;3;1;2;1;1;1;5;2;1;1;3;2;2;2;3;2;1; ; ;2;4;6;1;1;2;1;1;3;3;4;2;4;4;4;4;3;3;3;2;3;2;2;2;3;3; ;1;1;2;2;3;2;3;3;3;3;3;2;3;1;2;2;2;2;3;2; ;1;1;1;1;5;2;1;2;1;5;1;2;3;5;5;1;5;3;3;1;3;4;1;4;5;4;1;3;2;4;4;3;2;5;1;2;1;1;1;1;2;2;2;2;2;1;3;2;2;2;1; ; ; ; ; ; ; ;1;12;7;3;4;41945,2279198685;903,673728877699;71950,7949402344;1;1;1
2076;2;501;5;1965;2;0;1;2;2;2;3;8; ; ;3032,42831410104;10444,3020453334;862,804062747551;2529,71460190759;2;8;1;2;35;26;38;35;46;33;43;35;34;40;34;38;38;38;4;8;8;9;9;8;9;9;8;8;8;9;8;8;8;8;8;8;9;9;9;1;8;1;8;1;6;1;9;1;8;1;9;8;8;9;9;8;8;7;8;8;8;1;8;1;6;2;8;8;8;7; ;8;7;9;8;8;9;9;9;6;9;7;8;7;8;8;7; ; ;8,29999995231626;8,5;8,39999997615816;8,59999990463258;8,29999995231626;7,39999997615816; ;8,19999992847442; ;7,79999995231626;7,29999995231626;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;4;1;1;4;5;1;1;1;3;2;1;2;1; ; ; ; ; ;3;2;1;2;1;2;Peruskoulu (Liikunnanohja;0; ;1;0;0;0;0;0;0;0;1983;0;0;0;0;0;0;0;0;0;0;0;0;97;44;4;4;1;1;2;2;1;1;3;2;3;4;1;3;1; ;56;54;0;2;4;3;4;5;1;2;1;1; ;1;2;1;2;0;0;90; ; ; ;90;90;0;2;10;3;0;0;1;2;1;0;0;18;18;23;22; ;17;18;26;3;3;3;1;1;1;1;1;1;1; ;1093,22152199982;2;504,563779384533;1;0;2;2;5;0;3;2;2;4;3;2;2;2;1;1;1;2;3;1;1;1;2;2;2;0;0;0;1;1;0;0;0;0;0;0;0;0;3;2;1;1;3;2;4;2;2;2;3;2;2;5;5;1;4;4;4;4;1;5;5;2;1;2;1;4;5;1;2;5;3;1; ; ;4;2;94;4;2;2;5;5;5; ; ; ;2;0;1;0;0;0;0;0;2;2;2;1;1;1;4;2;2;1;4;2;1;1;5;4;6;1; ;2;3;4; ;1;2; ;1;2;2;2;2;3;3;3;4;4;3;3;2;2;2;3;3;3;4; ; ;1;1;2;2;1;3;3;2;3;3;2;2;1;1;2;2;2;2;3; ;2;4;1;1;5;2;1;1;1;5;1;1;4;5;4;1;3;2;2;1;3;5;1;5;5;5;1;5;2;4;5;3;3;5;1;2;1; ;1;1;1;2;1;1;1;1;2;1;1;2;1;22;23;11;23;33;11; ;4;42; ; ;4;23886,5538798432; ; ;1;1;1
2076;2;502;3;1965;1;0;1;1;4;2;4;4; ; ;3200,61624056255;11265,227314392;126,140944846133; ;2;8;1;2;34;36;37;41;27;43;41;35;32;37;28;39;35;35;5;8;8;8;8;8;8;9;8;8;8;9;8;8;7;8;7;7;8;8;8;1;7;1;5;1;6;1;9;1;7;1;8;7;7;7;7;8;8;8;9;9;8;1;9;1;8;1;7;9; ;8; ; ;9;8;8;7;8;7;8;7;8;8;8;8;7;8;8;7,29999995231626; ;8;7,79999995231626;7,69999998807905; ; ; ;7,69999998807905;7,59999996423721;7,59999996423721;8;7,79999995231626;1;1;1;6;6;5;7;7;5;6,4;6,3;4;3;4;3;2; ;16;3;2;2;2;,5; ;4;27;1;1;1;4;4;1;1;6; ; ; ; ; ;4;4;1;1;6;5;Teknikko;0;19;0;1;0;0;0;0;0;0;0;0;1987;0;0;0;0;0;0;0;0;0;0;0;41;2;5;4;2;1;3;2;1;2;1;4;4;2;3;1; ;0;41;2;1;5;1;2;1;5;5;5;1;0;1;2;1;2;1;3;10;26; ; ;26;10;0;2;2;3;0;1;1;0;1;0;0;19;22; ; ; ;19;24;26;3;3;3;1;3;3;8;5;1;1; ;925,033595538311;1;0;1;0;4;1;1;0;0;1;0;1;4;2;2; ; ; ; ; ;2;1;1;1;2;2;2;1;0;0;1;0;0;0;0;0;0;0;0;0;2;3;3;1;1;2;4;2;2;3;2;4;1;5;4;2;3;4;4;5;2;4;4;3;1;2;1;4;5;3;2; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;31;4;4;4;23363,3212406214; ; ;1;1;0
2076;2;503;5;1965;2;0;2;2; ;2;4;3; ; ;4073,5115788978;13850,4439320319;403,651023507626;3611,66753283449;2;8;1;2;31;31;32;32;37;36;38;40;32;50;30;33;34;35;1;7;6;6;7;7;6;6;6;7;5;6;7;7;7;7;7;8;6;6;7;2;6;2;6;2;5;1;5;1;4;1;4;7;6;5;5;7;7;8;7;7;6;1;6;2;6;2;7;7;7;6; ;7;7;8;7;6;7;7;7;6;7;7;7;7;6;7;6; ;7,29999995231626;6,89999997615816;7; ;6,79999995231626;6,89999997615816;6,79999995231626; ; ;6,19999998807905;7,29999995231626;6,59999996423721;3;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;4;,5;4;4;18;1;1;1;3;4;4;4;1; ; ; ; ; ;3;4;4;4;1;3;Kuvanvalmistaja;0;16;1;0;0;0;0;0;0;0;0;0;1983;0;0;0;0;0;0;0;0;0;0;80;54;4;4;0;1;3;3;3;3;2;2;3;3;3;2;1; ;80;54;2;2;5;3;3;3;5;3;1;0; ;1;3;1;3;0;0;24;24;72; ;72;24;0;2;2;3;0;1;1;1;1;0;0;16;18;22; ; ;16;18;26;3;3;2;2;1;1;1;1;1;1; ;756,8456690768;1;0;1;0;2;1;4;0;4;1;0;2;4;2;2;2;1;1;2;2;0; ; ; ; ;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;2;2;2;1;2;2;3;2;3;2;3;4;2;4;4;2;3;4;4;4;2;4;2;4;4;2;2;4;4;1;3;5;2;2; ; ;2;1;77;2;3;3;3;5;5; ; ; ;1;0;0;1;1;1;0;0;3;2;2;1;3;3;3;3;3;4;5;2;1;2;3;3;1; ; ;1;3;5;1;1; ;1;1;2;2;2;2;4;3;3;4;4;2;3;3;2;2;2;3;3;3; ;1;1;2;2;2;2;3;3;3;3;3;2;2;2;1;2;2;2;2;2; ;3;2;2;1;5;3;2;2;2;5;2;3;3;5;3;2;3;3;2;2;2;3;2;3;3;3;2;4;3;5;4;3;3;3;1;2;1;1;1;2;1;2;1;2;2;1;2;1;3;2;1; ; ; ; ; ; ; ;5;51;3;4;4;10868,1356200164;32,6284577335332;2859,19474984569;1;1;1
2076;2;504;1;1965;2;0;1;1; ;2;4;3;5;6;3431,53826359421;9144,20937378589;35,3194645569173;6842,22122430719;2;8;1;1;41;36;41;39;24;24;34;39;43;34;38;35;36;36;5;9;9;9;9;9;9;10;9;9;9;9;9;9;9;9;9;8;9;9;9;1;10;1;10;1;10;1;10;1;10;1;10;8;8;8;8;9;8;9;9;9;8;1;8;1;7;1;7;9; ;9; ;8;9;9;8;8;9;9;8;9;8;8;9;8;9;8;8;8,29999995231626; ;8,39999997615816;8,59999990463258;8,5; ; ; ;8,79999995231626;8,69999992847442;8,89999997615816; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;26; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;110;1;2;1;5;3;3; ; ; ;1;0;0;1;0;1;0;1;2;3;1;1;3;5;1;3;2;3;5;3;1;2;3;3;1; ; ;1;3;2;1;1;3;1;1;2;2;2;4;4;2;3;4;4;4;2;1;3;2;4;4;3;4; ;1;1;2;2;2;3;3;2;2;3;3;3;2;1;2;2;3;3;2;3; ;4;5;1;1;5;2;4;3;2;4;1;2;2;5;5;2;2;2;1;2;1;1;2;5;4;4;1;4;3;5;4;2;1;4;2;2;2;1;1;1;2;2;1;2;1;1;2;1;2;3;1;22; ;11;12;41;14;13; ; ; ; ; ; ; ; ;0;0;1
2076;2;505;3;1965;2;0;1;2;4;2;3;4;4;3;2532,91017251036;4671,92422124785;1925,7517579843;6069,56589014301;2;8;1;2;37;48;36;43;40;43;38;43;39;36;36;41;43;43;2;10;8;9;9;9;9;9;8;9;8;9;9;9;8;8;8;9;9;9;9;1;9;1;8;1;8;1;9;1;8;1;9;9;9;8;8;8;9;9;8;8;9;1;8;2;8;2;9;8;9;8; ;9;7;9;9;9;9;8;8;7;8;9;9;9;8; ;8; ;8,29999995231626; ; ; ; ;8,29999995231626;8,09999990463258; ; ;8;8,59999990463258;8,5;1;1;1;7;10;9;8;9;9;7,9;7,8;6; ;3;6;6;6;27;6;1;2;3;,333333333333333;4;5;32;2;2;1;4;3;1;2;1; ; ; ; ; ;4;3;1;2;1;5;Merkonomi;0;21;0;1;0;0;0;0;0;0;1990;0;0;0;1988;0;0;0;0;0;0;0;0;33;42;4;2;2;2;3;2;1;1;3;2;2;4;1;4;2; ; ;91; ; ; ; ; ; ; ; ; ;0;7;2;2;1;5;3;3;18;12;12;18;18;6;2;4;10;5;0;1;2;0;0;0;0;21;23; ; ; ;19;23;26;3;3;3;1;5;3;3;1;3;5; ;0;2;454,10740144608;1;0;2;1;3;0;0;1;0;1;4;2;2;1;2;1;1;1;3;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;2;2;2;1;3;2;4;3;2;2;3;2;2;4;4;1;5;4;2;3;2;4;3;2;2;2;2;3;4;2;5;4;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;3;4;19451,1; ;2085,53;1;1;0
